"C_ID";"G_ID";"JAHR";"B"
"UR";"0994";2008;3959.16666681
"VD";"0994";2008;13878.583333796
"VS";"0994";2008;8879.66666639
"ZG";"0994";2008;3931.58333355
"ZH";"0994";2008;51609.000000963
"VS";"1003";2008;199
"VS";"1040";2008;3072
"AG";"1060";2008;27071.5
"AI";"1060";2008;1211.58333333333
"AR";"1060";2008;2357.83333333333
"BE";"1060";2008;17470.0833333334
"BL";"1060";2008;18022.25
"BS";"1060";2008;1756.75
"FR";"1060";2008;845.5
"GE";"1060";2008;812.666666666667
"GL";"1060";2008;443.666666666667
"GR";"1060";2008;2667.91666666666
"JU";"1060";2008;367.333333333333
"LU";"1060";2008;3635.75
"NE";"1060";2008;3515.83333333333
"NW";"1060";2008;2028.33333333333
"OW";"1060";2008;355
"SG";"1060";2008;10221.0833333333
"SH";"1060";2008;7278.16666666667
"SO";"1060";2008;5547.58333333333
"SZ";"1060";2008;1184.08333333334
"TG";"1060";2008;10282
"TI";"1060";2008;14347.4166666667
"UR";"1060";2008;193.583333333334
"VD";"1060";2008;1332.5
"VS";"1060";2008;1082.58333333333
"ZG";"1060";2008;2048.66666666667
"ZH";"1060";2008;110291
"AG";"1097";2008;4812.5
"AI";"1097";2008;1
"AR";"1097";2008;14.33
"BE";"1097";2008;66.2
"BL";"1097";2008;44.28
"BS";"1097";2008;16.98
"FR";"1097";2008;3800.24
"GE";"1097";2008;57.57
"GL";"1097";2008;13.68
"GR";"1097";2008;9
"JU";"1097";2008;7.83
"LU";"1097";2008;24.74
"NE";"1097";2008;16.16
"NW";"1097";2008;1
"OW";"1097";2008;1.25
"SG";"1097";2008;1403.81
"SH";"1097";2008;7.67
"SO";"1097";2008;45.26
"SZ";"1097";2008;21.16
"TG";"1097";2008;36.84
"TI";"1097";2008;12
"VD";"1097";2008;99.33
"VS";"1097";2008;1591.81
"ZG";"1097";2008;37.49
"ZH";"1097";2008;1215.91
"VS";"1113";2008;4595
"AG";"1142";2008;18
"AI";"1142";2008;10
"AR";"1142";2008;1
"BE";"1142";2008;23
"BL";"1142";2008;4
"BS";"1142";2008;11
"FR";"1142";2008;88
"GR";"1142";2008;8
"JU";"1142";2008;5
"LU";"1142";2008;59
"NW";"1142";2008;1
"SG";"1142";2008;53
"SO";"1142";2008;64
"SZ";"1142";2008;443
"TG";"1142";2008;1
"TI";"1142";2008;62
"UR";"1142";2008;7
"VD";"1142";2008;3
"VS";"1142";2008;36
"ZG";"1142";2008;6
"ZH";"1142";2008;21
"ZH";"1147";2008;407
"AG";"1159";2008;6.8333
"BE";"1159";2008;27.5833
"BL";"1159";2008;1.5
"BS";"1159";2008;1.5
"FR";"1159";2008;752.9904
"GE";"1159";2008;5909.5527
"JU";"1159";2008;47.4165
"LU";"1159";2008;7.3334
"NE";"1159";2008;144.0918
"OW";"1159";2008;0.3333
"SG";"1159";2008;0.75
"SZ";"1159";2008;10.1249
"TI";"1159";2008;2.4167
"VD";"1159";2008;8185.1686
"VS";"1159";2008;5946.1497
"ZG";"1159";2008;6
"ZH";"1159";2008;21.05
"AG";"1215";2008;3.08
"BE";"1215";2008;6.17
"BL";"1215";2008;0.67
"BS";"1215";2008;1.08
"FR";"1215";2008;66.86
"GE";"1215";2008;40.17
"JU";"1215";2008;3.49
"LU";"1215";2008;2.5
"NE";"1215";2008;19.59
"TI";"1215";2008;2.42
"VD";"1215";2008;6080.92
"VS";"1215";2008;2687.58
"ZH";"1215";2008;15.01
"AG";"1318";2008;65.85
"SZ";"1318";2008;108.42
"ZG";"1318";2008;3.58
"ZH";"1318";2008;4255.33
"AG";"1322";2008;5373
"AG";"1328";2008;92
"AI";"1328";2008;1
"AR";"1328";2008;10
"BE";"1328";2008;183
"BL";"1328";2008;31
"BS";"1328";2008;12
"GL";"1328";2008;11
"GR";"1328";2008;16
"LU";"1328";2008;30
"NW";"1328";2008;4
"OW";"1328";2008;5
"SG";"1328";2008;117
"SH";"1328";2008;37
"SO";"1328";2008;16
"SZ";"1328";2008;25
"TG";"1328";2008;425
"UR";"1328";2008;1
"ZG";"1328";2008;20
"ZH";"1328";2008;6439
"GL";"1331";2008;4
"GR";"1331";2008;13
"SG";"1331";2008;1215
"VS";"1362";2008;691
"AG";"1384";2008;27874
"AI";"1384";2008;4831
"AR";"1384";2008;17433.0000000001
"BE";"1384";2008;34598
"BL";"1384";2008;27489
"BS";"1384";2008;15701.0832341766
"FR";"1384";2008;6213
"GE";"1384";2008;14340.0831950866
"GL";"1384";2008;3160
"GR";"1384";2008;12380
"JU";"1384";2008;563.916835172337
"LU";"1384";2008;8336
"NE";"1384";2008;2760.91684055783
"NW";"1384";2008;824
"OW";"1384";2008;660
"SG";"1384";2008;128926
"SH";"1384";2008;6583
"SO";"1384";2008;17066
"SZ";"1384";2008;9119
"TG";"1384";2008;48577
"TI";"1384";2008;18137
"UR";"1384";2008;381
"VD";"1384";2008;13231.5835587122
"VS";"1384";2008;2852.00000000001
"ZG";"1384";2008;5800
"ZH";"1384";2008;174475
"AG";"1386";2008;892
"AI";"1386";2008;4
"AR";"1386";2008;31
"BE";"1386";2008;1217
"BL";"1386";2008;214
"BS";"1386";2008;132
"FR";"1386";2008;336
"GE";"1386";2008;118
"GL";"1386";2008;39
"GR";"1386";2008;157
"JU";"1386";2008;93
"LU";"1386";2008;369
"NE";"1386";2008;169
"NW";"1386";2008;25
"OW";"1386";2008;20
"SG";"1386";2008;549
"SH";"1386";2008;130
"SO";"1386";2008;441
"SZ";"1386";2008;86
"TG";"1386";2008;210
"TI";"1386";2008;225
"UR";"1386";2008;16
"VD";"1386";2008;1000
"VS";"1386";2008;161
"ZG";"1386";2008;97
"ZH";"1386";2008;4400
"AG";"1395";2008;18.0006888458006
"AI";"1395";2008;1.00003826921114
"BE";"1395";2008;11001.4211526686
