"fophNumber"	"version"	"ohiZone"	"insuredStock"
"1328"	"5"	"756.03"	"21"
"1328"	"5"	"756.07"	"12"
"1328"	"5"	"756.06"	"5"
"1328"	"5"	"756.17"	"96"
"1328"	"5"	"756.14"	"44"
"1328"	"5"	"756.11"	"22"
"1328"	"5"	"756.05"	"23"
"1328"	"5"	"756.20"	"435"
"1328"	"5"	"756.04"	"6"
"1328"	"5"	"756.09"	"20"
"1328"	"5"	"756.01"	"5937"
"1331"	"5"	"756.08"	"4"
"1331"	"5"	"756.18"	"9"
"1331"	"5"	"756.17"	"1452"
"1362"	"5"	"756.23"	"841"
"1384"	"5"	"756.19"	"27855"
"1384"	"5"	"756.16"	"4726"
"1384"	"5"	"756.15"	"16886"
"1384"	"5"	"756.02"	"32735"
"1384"	"5"	"756.13"	"28076"
"1384"	"5"	"756.12"	"16186"
"1384"	"5"	"756.10"	"6791"
"1384"	"5"	"756.25"	"13205"
"1384"	"5"	"756.08"	"3015"
"1384"	"5"	"756.18"	"13121"
"1384"	"5"	"756.26"	"490"
"1384"	"5"	"756.03"	"9177"
"1384"	"5"	"756.24"	"2362"
"1384"	"5"	"756.07"	"823"
"1384"	"5"	"756.06"	"658"
"1384"	"5"	"756.17"	"122106"
"1384"	"5"	"756.14"	"9636"
"1384"	"5"	"756.11"	"15237"
"1384"	"5"	"756.05"	"9966"
"1384"	"5"	"756.20"	"54422"
"1384"	"5"	"756.21"	"19451"
"1384"	"5"	"756.04"	"399"
"1384"	"5"	"756.22"	"11615"
"1384"	"5"	"756.23"	"2614"
"1384"	"5"	"756.09"	"7357"
"1384"	"5"	"756.01"	"173158"
"1386"	"5"	"756.19"	"1455"
"1386"	"5"	"756.16"	"12"
"1386"	"5"	"756.15"	"94"
"1386"	"5"	"756.02"	"1838"
"1386"	"5"	"756.13"	"406"
"1386"	"5"	"756.12"	"145"
"1386"	"5"	"756.10"	"418"
"1386"	"5"	"756.25"	"105"
"1386"	"5"	"756.08"	"37"
"1386"	"5"	"756.18"	"173"
"1386"	"5"	"756.26"	"67"
"1386"	"5"	"756.03"	"358"
"1386"	"5"	"756.24"	"150"
"1386"	"5"	"756.07"	"27"
"1386"	"5"	"756.06"	"23"
"1386"	"5"	"756.17"	"843"
"1386"	"5"	"756.14"	"184"
"1386"	"5"	"756.11"	"414"
"1386"	"5"	"756.05"	"100"
"1386"	"5"	"756.20"	"247"
"1386"	"5"	"756.21"	"232"
"1386"	"5"	"756.04"	"46"
"1386"	"5"	"756.22"	"894"
"1386"	"5"	"756.23"	"495"
"1386"	"5"	"756.09"	"169"
"1386"	"5"	"756.01"	"4007"
"1401"	"5"	"756.19"	"194"
"1401"	"5"	"756.16"	"90"
"1401"	"5"	"756.15"	"230"
"1401"	"5"	"756.02"	"178"
"1401"	"5"	"756.13"	"28"
"1401"	"5"	"756.12"	"16"
"1401"	"5"	"756.10"	"19"
